dialog_speaker_list,dialog_text_list,h,entailment,idx
"[""A""]","[""In particular, applying the model demonstrates that the burden of USO is very great for Poste Italiane and other posts with small per capita volumes.""]",USO has a great burden for posts with small per capita volumes.,TRUE,257773
"[""A""]","[""i find it changing the way that i eat but not the way i entertain because i guess i guess i feel like um if they're on a diet like that i'm gonna you know honor that but if it's just another couple came over um couple weeks later and i made what did i make that night i made a roast and i made um""]",I don't entertain guests because people are too picky.,FALSE,69969
"[""A""]","[""and i watch the i sometimes watch the the news""]",I never watch the news.,FALSE,111291
"[""A""]","[""Buddhists account for 18 percent of the population.""]",There are no Buddhists in the entire population.  ,FALSE,358477
"[""A""]","[""and whatever we very rarely will eat at a uh a fast-food restaurant i will i'll eat at one more often because of graduate school and being on the road more""]",We usually do not eat at fast food establishments.,TRUE,90311
"[""A""]","[""'I have a message for you, from 101 Poirot. ""]",I have no news for you at this moment.,FALSE,276406
"[""A""]","[""But Garry Wills says in the New York Review of Books that [i]n his mad zeal to destroy Camelot ...""]",Gary Wills has never written in his life.,FALSE,47575
"[""A""]","[""However, these presumptions are not to be considered sufficient in themselves to determine competence.""]",Many considerations are considered when determining competence.,TRUE,218803
"[""A""]","[""so it looks like we're both running about the same""]",It seems we have big differences in how we run things.,FALSE,118772
"[""A""]","[""Strategies and technologies for the control of SO2, NOx and mercury emissions exist now, and improved methods are expected to become available over the next several years.""]",The emissions are expected to grow worse over the next decade.,FALSE,165198
"[""A""]","[""Formal and informal areas are landscaped with pools and fountains, while terraces tumble down the hillsides.""]",Pools and fountains were used in the landscaping of formal areas.,TRUE,334165
"[""A""]","[""just real funny things you know people skiing and doing funny things on in the water and you know just really it's it's really a good program i really enjoy that""]","There are funny things like people skiing, it's a really good program.",TRUE,180180
"[""A""]","[""That is true.""]",It's true. ,TRUE,223840
"[""A""]","[""As a result, numerous cases have been excluded from reporting, even though the client received legal service, because the case lacked the required documentation.""]",There are a lot of cases that are excluded from reporting.,TRUE,142989
"[""A""]","[""yeah yeah and it may come to that you know with the electronic age""]",This is how it may turn out.,TRUE,7118
"[""A""]","[""Pro-lifers reply that civil rights should be extended not to women seeking abortions but to their fetuses, the most defenseless members of the human family.""]",Pro-lifers think that civil rights should extend.,TRUE,121788
"[""A""]","[""The hypocrisy buster?""]",It will not bust the hypocrisy.,FALSE,318424
"[""A""]","[""Rosenberg also points to one reason to think the HIV-negative gay male may actually live longer on average than the straight  Gays may have higher incomes and more education on average than straights--two factors powerfully correlated with longer life spans.""]",Rosenberg says one reason HIV positive gay men live longer than straight is because they are wealthier.,FALSE,369891
"[""A""]","[""For a screening test, high sensitivity is the most desirable parameter.""]",They wanted to have high sensitivity.,TRUE,153572
"[""A""]","[""Anyone who knew Tony Lukas even slightly was deeply impressed by his boundless, open-minded curiosity about the injustices of modern life, along with his stubborn reportorial integrity about getting to the very bottom of any story as best he could.""]",Tony Lukas was an elitist. ,FALSE,143302
"[""A""]","[""The sound of a deep rumble vibrated in the rocks around them.""]",The whispers barely touched the rocks. ,FALSE,181533
"[""A""]","[""I was too far to the left.""]",I found myself way left of where I should be.  ,TRUE,247965
"[""A""]","[""During the last one hundred years a large percentage of the population, tired of fighting the hard economic conditions, immigrated to the United States.""]","Many people from the United States migrated to the area, due to the booming economy.",FALSE,45595
"[""A""]","[""yeah i'd agree with that""]","Yes, I would concur.",TRUE,106304
"[""A""]","[""um uh usually engineers are expected to to dress you know little more professionally it just in case things would come up during the day sometimes unexpected meetings or a client would come in and wanna see you""]",Engineers have a professional dress code.,TRUE,215489
"[""A""]","[""His technique was amazing and the complicated moves were beautiful.""]","He made clunky, ugly movements.",FALSE,43583
"[""A""]","[""That was back when the Bushes were still trying to woo me over from the Dark Side.""]",That was when the Bushes were trying to win me over.,TRUE,361387
"[""A""]","[""I want you well and true when you awake.""  Against his will, his eyes closed, and his lips refused to obey his desire to protest.""]",He sprang up out of bed and began yelling.,FALSE,223946
"[""A""]","[""Time 's Terry Teachout says the 75-minute work's themes are nondescript, its harmonies blandly predictable, [and] its structure maddeningly repetitious.""]",Terry Teachout loved the 75-minute work.,FALSE,79060
"[""A""]","[""You work at Tadminster, don't you, Miss Murdoch? She nodded. ""]",Miss Murdoch worked at Tadminster.,TRUE,180636
"[""A""]","[""Black community leaders supported the study at a meeting on Thursday, despite skepticism from government officials that the $120,000 earmarked for it may not be enough.""]","Black community leaders and government officials agreed the study could continue with a budget of $100,000.",FALSE,188600
"[""A""]","[""but i'm kind of getting a little more leery of credit cards you know as time goes by unless you just absolutely have to now there are times when you'd at least think you do anyway""]",Credit cards are not relevant. ,FALSE,11238
"[""A""]","[""Similarly, one organization's central group was instrumental in acquiring a strong user authentication system to help ensure that network use could be reliably traced to the individual users.""]",One organization's central group was important in acquiring a strong user authentication system.,TRUE,102420
"[""A""]","[""He saw Susan with the militia and smiled at Jon.""]",He saw Susan and smiled at Jon.,TRUE,56084
"[""A""]","[""CHAPTER 2""]",The second chapter.,TRUE,136949
"[""A""]","[""At GAO our core values are accountability, integrity and reliability.""]",Reliability is one of GAO's core values.,TRUE,56717
"[""A""]","[""His statue is said to have special healing powers; sections of the statue shine with the polish of thousands if not millions of hands rubbing away ailments over the centuries.Finally, inside the massive hall, deep in meditation on a massive podium within a ring of giant lotus leaves, is Nara's celebrated Daibutsu, or Great Buddha.""]",Thousands of people have come to the statue with the belief that it has healing powers.,TRUE,225045
"[""A""]","[""The HMOs contend the government doesn't contribute enough to allow them to provide adequate care.""]",The HMOs say they are doing the best they possibly can.,FALSE,312083
"[""A""]","[""What voters really needed from the candidates on this question were longer answers, not shorter ones.""]","What voters really need are short answers, not long ones.",FALSE,258856
